"row","category","component","cost","cost_basis","purchase_date","purchase_status","notes"
"109","Electrical","AC single 6-way DIN enclosure","22.99","purchase_record","2026-05-16","Purchased","Purchased 2026-05-16 from Amazon: Mollom 6-way DIN distribution box with bus bars and DIN rail, IP66, 165x200x100 mm. Supersedes the prior two-compact-enclosure AC-in/AC-out split. Planned slot use: 30A AC-in, 30A AC-out main, 20A branch 1, 20A branch 2, and two spare/blank positions. Maintain isolated AC-in and AC-out neutral paths inside the enclosure."
"110","Electrical","AC branch 1 breaker (DIN UL489 20A)","22.99","item_subtotal","2026-05-16","Purchased","Purchased 2026-05-16 from Amazon as one of two ControlGear CGMB1C20 1-pole C-trip 20A DIN UL489 miniature circuit breakers. This line owns AC-out branch 1; the matching branch 2 breaker is row 330."
"111","Electrical","Standard non-GFCI AC receptacles","0.00","not_applicable","","Retired","Obsolete under the 2026-05-16 AC purchase lock. The active plan uses two 20A GFCI receptacles from row 15 only; no downstream non-GFCI duplex receptacles remain unless a later receptacle-count revision explicitly reopens them."
"112","Electrical","AC outlet boxes and faceplates","20.00","planning_estimate","","Planned","Updated 2026-05-17: two active GFCI receptacles/covers are coming via row 15; any separate outlet boxes, clamps, or covers are install-fit details solved with on-hand hardware as needed. Prior 4-receptacle downstream plan remains obsolete with row 111."
"113","Hardware","AC branch cable (stranded, 12/3)","39.99","purchase_record","2026-05-16","Purchased","Purchased 2026-05-16 from Amazon: CONEPY 12/3 triplex marine-grade cable, 12 AWG, 30 ft, tinned copper/stranded, black-white-green AC branch basis. Supports the two active 20A GFCI receptacle branches (C-31/C-32); AC-out feeder from MultiPlus to 30A output main is now covered by 10/3 row 114."
"114","Hardware","10/3 shore and AC feeder cable","43.99","purchase_record","2026-05-16","Purchased","Purchased 2026-05-16 from Amazon: NOVINO 10/3 marine-grade triplex boat cable, 10 AWG, 20 ft, tinned copper/stranded, black-white-green, 600V listing claim. Covers 30A shore/inlet-to-MultiPlus AC-in path and short MultiPlus AC-out-to-30A-main feeder path (C-28/C-29/C-30). Verify jacket markings and conductor material on receipt."
"115","Electrical","Acegoo 118W USB-C PD station","22.99","purchase_record","2026-05-27","Purchased","Purchased 2026-05-27 from Amazon: one Acegoo 118W 12V USB outlet with 100W USB-C PD and 18W QC3.0 USB-A ports. This line owns the purchased validation station; a conditional second station is row 331."
"116","Hardware","USB-C PD branch wiring and terminals","45.00","planning_estimate","","Planned","USB branch baseline: office C-34 uses 12 AWG duplex (~5 ft ASSUMED), galley C-35 uses 14 AWG duplex (~8 ft ASSUMED). Includes terminals and install consumables; add checkout overage separately."
"117","Electrical","48V battery-side combine busbars","47.98","purchase_record","2026-02-24","Purchased","Purchased 2026-02-24 from Amazon: Joinfworld 400A bus bar / distribution block, $47.98, ASIN B0D664KQ1P. Used as purchased covered busbar stock/reference for battery-side combine planning."
"118","Electrical","Additional 48V-to-12V converter","","unknown","","Planned","If sustained 12V loads + USB-C PD demand exceed Orion 48/12-30 headroom, add parallel converter capacity or move to higher-output 48V->12V conversion."
"119","Hardware","Exterior T-slot/strut rails and mounts","325.00","planning_estimate","","Planned","Exterior modular rails for shovel/Maxtrax and general gear carry (starter allowance: 2-4 rail sections, end caps, backing plates, and stainless mounting hardware)."
"120","Interior","Interior T-slot/strut rails and accessories","210.00","planning_estimate","","Planned","Interior modular rail allowance for baskets/hooks/tie-down points (rail sections, spring nuts/T-nuts, brackets, and install hardware)."
"121","Electrical","Solar roof-to-shell jumper and passthrough kit","165.00","planning_estimate","","Deferred","Hardwall popup routing baseline: exterior-rated coiled solar jumper(s) from roof array to lower shell weatherproof passthrough, plus bulkhead/gland, strain relief, and service loop hardware."
"122","Interior","Soft-close undermount drawer-slide kits","","unknown","","Deferred","Deferred until the live cabinet layout confirms which storage remains drawers rather than bins and physical drawer count, length, load, and clearances are measured. Do not preserve the older four-kit assumption without that validation."
"123","Electrical","Portable EMS/surge protector (shore AC)","159.10","purchase_record","2026-05-16","Purchased","Purchased 2026-05-16 from Amazon: Progressive Industries EMS-PT30X portable 30A RV EMS. Use outside at source side: shore source/adapters -> portable EMS -> 30A shore cord -> camper inlet. Supersedes prior hardwired EMS assumption to preserve cabinet space while retaining open-neutral, reverse-polarity, surge, and over/under-voltage protection behavior."
"124","Electrical","12V buffer battery disconnect (SW-12V-BATT)","12.97","purchase_record","2026-02-27","Purchased","Battery Disconnect Switch Master, 12V-48V waterproof isolator On-Off kill switch, 275A high-current class, for manual service isolation downstream of F-11."
"125","Electrical","12V buffer-battery fuse and holder (F-11)","9.99","purchase_record","2026-02-27","Purchased","BOJACK 0/2/4 AWG inline ANL fuse holder with included 100A ANL fuse (installed F-11 path hardware), mounted within ~7 in of 12V buffer battery positive post."
"126","Tools","Rivet nut installation tool kit (metric)","32.98","purchase_record","2026-02-22","Returned","Rivet Nut Installation Tool Set (metric assortment) originally purchased on 2026-02-22 and now being returned to Amazon because build hardware standard is 1/4-20 and 5/16-18 SAE."
"127","Hardware","1/4-20 multi-grip rivet nut inserts","29.99","purchase_record","2026-02-22","Purchased","AOKLIT 1/4-20 multi-grip steel rivet nuts (100 pack) retained for compatible thin-wall or steel attachment points. They are not the active stainless truck-bed rivnut set."
"128","Hardware","2 AWG red/black cable set (contingency)","184.96","owner_estimate","","Retired","2 AWG pure-copper cable set (30 ft red + 30 ft black) retained as optional fallback reference only. Removed from active cart after committing to TEMCo 2/0 purchase for row 28."
"129","Plumbing","PTFE thread seal tape","5.14","purchase_record","2026-02-24","Purchased","Purchased 2026-02-24 from Amazon: Millrose 70660 Monster Roll PTFE thread seal tape, 1/2 in x 260 in, $5.14, ASIN B00K80KTR6."
"130","Hardware","EVEO wall cable raceway","29.97","item_subtotal","2026-02-24","Purchased","Purchased 2026-02-24 from Amazon: EVEO 306 in wall cable raceway/cord hider, $29.97 item subtotal; ASIN B097LQ8XVB."
"131","Tools","Layout/marking ruler","26.99","purchase_record","2026-02-22","Purchased","Purchased Saker adjustable scriber and line-marking ruler for cabinetry, panel, and extrusion-layout work."
"132","Consumables","CA glue stock","10.99","purchase_record","2026-03-18","Purchased","Merged component-level stock: one locally purchased super-glue gel ($5.99) plus one Harbor Freight-period CA glue pack ($5.00), $10.99 combined. The former duplicate row 162 was removed during BOM normalization."
"133","Electrical","30A/58V Orion MIDI-fuse dead-end stock","11.98","item_subtotal","2026-02-24","Purchased","Purchased 2026-02-24 from Amazon: ChaoDong 30A 58VDC MIDI fuses, qty 2 at $5.99 / $11.98 extended, ASIN B0GDZPMPZ6. Final Orion input protection is one 40A MEGA body-marked at least 58VDC in Lynx Slot 4; do not stack this MIDI fuse or a standalone holder into the branch."
"134","Tools","Pocket hole jig","22.99","purchase_record","2026-02-24","Purchased","Purchased 2026-02-24 from Amazon: Hiceeden adjustable aluminum pocket hole jig kit, $22.99, ASIN B0F9KKSGBD."
"135","Hardware","Pocket screw kit","24.99","purchase_record","2026-02-24","Purchased","Purchased 2026-02-24 from Amazon: Milescraft 5200 pocket screw kit, 700 pieces, $24.99, ASIN B06XYX8CFV."
"136","Hardware","5/16-18 button-head bolts (1/2 in)","8.99","purchase_record","2026-02-25","Purchased","BNUOK 5/16-18 x 1/2 in black-zinc 304 stainless button-head socket cap screws (30 pack)."
"137","Hardware","5/16-18 button-head bolts (3/4 in)","10.99","purchase_record","2026-02-25","Purchased","BNUOK 5/16-18 x 3/4 in black-zinc 304 stainless button-head socket cap screws (30 pack)."
"138","Hardware","5/16-18 button-head bolts (1 in)","8.99","purchase_record","2026-02-25","Purchased","VGBUY 5/16-18 x 1 in black-zinc 304 stainless button-head socket cap screws (25 pack)."
"139","Hardware","5/16-18 Grade 8 hex hardware kit","14.99","purchase_record","2026-02-25","Purchased","Glarks 120-piece 5/16-18 Grade 8 assortment kit including hex bolts/nuts/flat washers/lock washers (3/4 in to 1-1/2 in lengths)."
"140","Hardware","5/16-18 multi-grip rivet nut inserts","12.98","purchase_record","2026-02-25","Purchased","Purchased 20-piece set of pre-bulbed, multi-grip 5/16-18 plus-nut inserts for compatible sheet-metal attachment points."
"141","Tools","1/4-20 multi-grip rivet nut tool set","22.98","purchase_record","2026-02-25","Purchased","Multi-grip rivet nut installation tool set for 1/4-20 plus nuts (tool plus 6 stainless inserts). Owner confirmed the active stainless truck-bed rivnuts were installed by 2026-07-12 across rib highs, valleys, and some rib-edge transitions; active locations still require hand-thread, mapping, and square-load-path checks during plywood dry fit."
"142","Tools","5/16-18 multi-grip rivet nut tool set","23.98","purchase_record","2026-02-25","Purchased","Multi-grip rivet nut installation tool set for 5/16-18 plus nuts (tool plus 6 stainless inserts)."
"143","Consumables","Rust-Oleum filler primer (gray)","7.97","purchase_record","2026-02-25","Purchased","Rust-Oleum 249279 automotive filler primer spray 11 oz (gray)."
"144","Interior","Floor insulation between bed ribs (EPS)","71.38","purchase_record","2026-02-26","Purchased","SilveRboard Graphite EPS kit, 0.625 in x 48 in x 24 in (9 sheets, 72 sq ft). Purchased from Home Depot website."
"145","Interior","Floor full thermal break layer (EPDM)","47.22","purchase_record","2026-02-26","Returned","Rubber-Cal EPDM closed-cell sponge rubber, 1/8 in x 39 in x 78 in, qty 2 sheets. Home Depot order canceled before shipment; fully refunded. Not in active floor stack and no material on hand."
"146","Consumables","Foamboard adhesive (light tacking)","5.48","purchase_record","2026-02-26","Purchased","Loctite PL 300 foamboard adhesive 10 oz, used sparingly (3-5 dabs per cavity). Purchased from Home Depot website."
"147","Interior","Subfloor plywood (3/4 in birch, truck floor)","176.00","purchase_record","2026-03-18","Purchased","3/4 in x 4 ft x 8 ft birch plywood, qty 2 sheets at $88 each, purchased for active truck-floor subfloor path (direct over EPS+ribs)."
"148","Consumables","Plywood sealer (polyurethane)","22.99","purchase_record","2026-02-26","Purchased","TotalBoat Halcyon Water-Based Marine Varnish, clear gloss, pint (Amazon). Purchased for sealing subfloor bottom face, edges, and drilled holes while leaving the top Lonseal bond face untreated."
"149","Interior","Finish flooring marine sheet vinyl (Lonwood Madera Topseal - Oregano)","357.84","purchase_record","2026-03-20","Purchased","Campervan HQ price basis from user-provided listing: 72 in wide x 8 linear ft = 48 sq ft. The one-piece sheet was permanently glued across the three-piece 3/4 in plywood floor on the evening of 2026-07-15. It bridges both plywood seams; future floor removal requires cutting the vinyl. Post-cure inspection remains open for mild waviness/bumps and edge lift."
"150","Consumables","Lonseal #650 two-part epoxy adhesive","97.06","purchase_record","2026-03-20","Purchased","Purchased and fully consumed for the 2026-07-15 Lonseal floor installation. One complete A/B unit was mixed; no remaining inventory is assumed."
"151","Interior","Electrical closet backer plywood (1/2 in)","68.00","purchase_record","2026-03-18","Purchased","1/2 in x 4 ft x 8 ft plywood, qty 1, purchased primarily for electrical component backer/closet module work."
"152","Tools","Tool cart","160.00","purchase_record","2026-03-18","Purchased","Harbor Freight tool cart purchased for build organization and mobile workstation support."
"153","Vehicle","Apex Badlands winch","600.00","purchase_record","2026-03-18","Purchased","Apex/Badlands winch purchased in major Harbor Freight order."
"154","Tools","Bauer 6-tool combo kit","250.00","purchase_record","2026-03-18","Purchased","Combo kit includes drill, 1/4 impact, oscillating multi-tool, light, leaf blower, and circular saw."
"155","Consumables","5 in sanding discs","15.00","purchase_record","2026-03-18","Purchased","Purchased 5 in random-orbital sanding-disc assortment for wood, finish, and edge-preparation work."
"156","Tools","Router","60.00","purchase_record","2026-03-18","Purchased","Router purchased for cabinetry/fabrication edge and joinery operations."
"157","Consumables","Hercules jigsaw blades (36 piece)","18.00","purchase_record","2026-03-18","Purchased","Purchased 36-piece Hercules jigsaw-blade assortment for plywood, panel, and general fabrication cuts."
"158","Tools","Jigsaw","35.00","purchase_record","2026-03-18","Purchased","Purchased a jigsaw during the Harbor Freight tooling wave for plywood, panel, and interior-fabrication cuts."
"159","Tools","20V 5Ah battery","100.00","purchase_record","2026-03-18","Purchased","Additional 20V 5Ah battery purchased (in addition to kit-included 1.5Ah and 3Ah packs)."
"160","Tools","Router bit kit (16 piece)","30.00","purchase_record","2026-03-18","Purchased","Purchased 16-piece router-bit set for cabinetry, edge treatment, and panel fabrication."
"161","Tools","Foam kneeling pad","5.00","purchase_record","2026-03-18","Purchased","Purchased foam kneeling pad for safer and more comfortable floor, truck-bed, and low-cabinet work."
"163","Consumables","Two-part epoxy","4.00","purchase_record","2026-03-18","Purchased","Purchased small two-part epoxy package for minor assembly, fixture, and repair tasks; not the Lonseal floor adhesive in row 150."
"164","Services","Harbor Freight membership (2 yr)","45.00","purchase_record","2026-03-18","Purchased","2-year Harbor Freight membership purchased; savings lever for tooling wave."
"165","Tools","Lifetime folding work table","50.00","purchase_record","2026-03-18","Purchased","Purchased Lifetime folding table for temporary bench, staging, and shop-support use during fabrication."
"166","Vehicle Electronics","Garmin motorcycle mount and hardwire kit","50.00","purchase_record","2026-03-18","Purchased","Owner-provided purchased-cost allocation of approximately $50 for the Garmin motorcycle mount and hardwire kit; Garmin device was already owned."
"167","Services","Installer upgrade: Blue Sea 12-circuit panel","50.00","purchase_record","2026-03-18","Purchased","Hiatus installer upcharge to install a 12-circuit Blue Sea panel instead of 6-circuit baseline."
"168","Electrical","Mechman 48V dual-alternator conversion kit","1743.98","purchase_record","2026-03-27","Purchased","Purchased Mechman 48V dual-alternator bracket/conversion kit for the 2021 F-350 7.3L gas platform; SKU GZDB-20-1AC-775048V-LFP. The alternator is mechanically installed, the idler issue is resolved, and the system remains intentionally unwired/electrically disabled pending commissioning. Order basis is $1,699 plus $44.98 shipping."
"169","Electrical","Alternator protection module (APM-48)","157.99","purchase_record","2026-03-20","Purchased","Balmar APM-48 alternator protection module (48V model). Price snapshot basis from user-provided listing: sale $141.30 / list $157.99. Received by 2026-04-25."
"170","Electrical","150A alternator-branch MEGA fuse set","24.00","planning_estimate","","Planned","Planned 150A, 58V/80V MEGA fuse family for the alternator branch in Lynx Slot 3: one installed fuse plus spares. Place protection at the house-bank/Lynx end of the alternator positive run; final conductor basis is the existing 2/0 cable over an approximately 20 ft one-way route."
"171","Electrical","WS500 regulator-power fuse and holder (F-12)","20.00","planning_estimate","","Planned","Planning allowance for a 10A regulator-power fuse and holder; use 15A only if the final alternator case/manual requires it. Holder and fuse voltage ratings must cover actual maximum 48V-bank/alternator voltage."
"172","Electrical","WS500 PH/NH harness","120.00","planning_estimate","","Retired","Removed from standalone procurement scope. Harness confirmation is now part of row 168 Mechman kit lock workflow."
"173","Hardware","Alternator cable/lug shortfall allowance","120.00","planning_estimate","","Retired","Removed from standalone procurement scope. Current decision is to reuse existing uncut 2/0 inventory for the ~20 ft alternator charge path unless field measurement proves otherwise."
"174","Tools","Sheet-vinyl adhesive trowel (Roberts 10-181-16)","4.40","purchase_record","2026-05-04","Purchased","Primary trowel for Lonseal #650: Roberts dual-notch trowel model 10-181-16. One side is the required 1/16 in x 1/32 in x 1/32 in U-notch specified by Lonseal for vehicle-floor installs, so it is suitable for the truck-bed Madera install. User confirmed purchased by 2026-05-04; user-provided Home Depot price basis remains $4.40."
"175","Tools","POWERTEC long-handle J-roller","15.99","item_subtotal","2026-07-13","Purchased","Purchased 2026-07-13 from Amazon and used for the Lonseal floor: POWERTEC 12 in long-handle J-roller, $15.99 item subtotal; ASIN B00NFAOCVU. This replaces the stale generic roller estimate previously in row 175."
"176","Electrical","WS500 Upfitter #3 enable-wiring kit","24.00","planning_estimate","","Planned","Manual alternator-charge control hardware for `Ford Upfitter Switch #3 -> F-15 -> WS500 brown ignition/enable wire`: sealed inline ATC/ATO holder, 3A fuse set, approx. 6-10 ft 16 AWG TXL/GXL wire, heatshrink terminals, and labels. Control-only path; not a high-current alternator conductor."
"177","Consumables","Loctite polyurethane window/door/siding sealant","18.00","purchase_record","2026-05-04","Purchased","Loctite polyurethane window/door/siding sealant, 10 oz tubes, qty 2 at $9/tube. Used for bed rail cap reinstallation/sealing after clips broke and for small beads at truck-bed corner air gaps to reduce dust/water ingress under the subfloor path."
"178","Consumables","Gorilla Waterproof Patch & Seal Tape (first roll)","14.00","purchase_record","2026-05-04","Purchased","First owner-recorded wide roll purchased and used for flooring/sealing work. Keep rivnut threads and structural bearing surfaces clear; rework only lifted edges or observed ingress paths."
"179","Consumables","Sikaflex-221 black polyurethane sealant","13.70","purchase_record","2026-05-16","Purchased","Purchased 2026-05-16 from Amazon: Sikaflex-221 multi-purpose polyurethane sealant/adhesive, black, 10.1 fl oz. Use as exterior perimeter/finish sealant for shore inlet and other compatible penetrations after mechanical fastening and butyl bedding where appropriate."
"180","Consumables","Butyl tape (black, 3/4 in x 30 ft)","12.74","purchase_record","2026-05-16","Purchased","Purchased 2026-05-16 from Amazon: Rvhouse black butyl tape, 3/4 in x 30 ft, non-hardening waterproof RV sealant tape. Use as bedding/gasket layer behind shore inlet flange and similar serviceable exterior hardware where suitable."
"181","Tools","Rhino USA rapid tire deflators with gauge","24.90","purchase_record","2026-05-16","Purchased","Purchased 2026-05-16 from Amazon: Rhino USA rapid tire deflators with 0-60 psi gauge, automatic/adjustable brass air-down tool. Vehicle/off-road support item; unrelated to AC system but included in the same purchase wave."
"182","Electrical","Littelfuse 20A/80V FKS/ATO fuses (3)","23.64","item_subtotal","2026-06-01","Purchased","Purchased 2026-06-01 from Mouser: three Littelfuse 166.7000.5202 20A/80VDC FKS/ATO fuses at $7.88 / $23.64 extended. Dead-end stock; final Orion input protection is a 40A MEGA rated at least 58VDC in Lynx Slot 4."
"183","Electrical","Victron MK3-USB interface","59.44","purchase_record","2026-05-27","Purchased","Purchased 2026-05-27 from Amazon: Victron Energy MK3-USB-C Interface, VE.Bus to USB-C cable for GX/device configuration. Needed before sustained/unattended shore charging is treated as commissioned; use to set/verify Dumfume LiFePO4 MultiPlus-II charger profile and leave DVCC disabled unless a documented BMS/GX path is added."
"184","Electrical","Victron VE.Direct cable, 5.90 ft","16.31","item_subtotal","2026-05-27","Purchased","Purchased 2026-05-27 from Amazon for SmartShunt-to-Cerbo monitoring, $16.31 item subtotal; ASIN B01CPWVTS2."
"185","Electrical","Short RJ45/VE.Bus patch cable","5.99","purchase_record","2026-05-27","Purchased","Purchased 2026-05-27 from Amazon: UGREEN 3 ft shielded RJ45/Ethernet patch cable for Cerbo VE.Bus to MultiPlus or MK3 service use. Installed system needs one straight-through RJ45 patch cable; a second short/spare service cable remains optional."
"186","Hardware","Countersunk neodymium cup magnets (10 pack)","12.34","item_subtotal","2026-05-27","Purchased","Purchased 2026-05-27 from Amazon: MIKEDE countersunk neodymium cup magnets, 10 pack, $12.34 item subtotal; ASIN B09ZV5K198. Prototype/light-accessory retention only, not road-load primary restraint."
"187","Plumbing","Gravity-fill vent hose and clamps","10.99","purchase_record","2026-05-27","Purchased","Purchased 2026-05-27 from Amazon: food-grade silicone tubing, 10mm ID (3/8 in) x 13mm OD (1/2 in), 10 ft, with stainless worm-gear hose clamps. Intended for measured gravity-fill vent nipple around 10mm OD main land / 11mm OD barb; dry-fit, clamp, leak-check, and verify vent flow before relying on it."
"188","Electrical","Victron 60A/80V MEGA fuse set","46.75","purchase_record","2026-05-30","Purchased","Purchased 2026-05-30 from Amazon: Victron 60A/80V MEGA fuse five-pack, part CIP138060020; ASIN B0F9PKDGWD. Allocate one to MPPT F-03 and one to Orion 12V-output F-07 if required; retain three spares. Quarantine the earlier misadvertised 60A batch. Do not use this rating for MultiPlus F-02, alternator F-04, or Orion 48V input."
"189","Interior","Camper audio source unit","150.00","planning_estimate","","Deferred","Kicker 46KMC2 marine media receiver/source unit. Bluetooth/USB/aux source for S11 Ultra tablet; 25W x4 at 4 ohm, 15A ATM fuse, 2.5V RCA line-out, remote amp turn-on output. Product: https://www.kicker.com/46KMC2. Implementation: docs/implementation/CAMPER_audio_system.md."
"190","Interior","Camper audio speaker pair","90.00","planning_estimate","","Deferred","Kicker CSC67 6.75 in coaxial speaker pair, 4 ohm class / 3.3 ohm DC resistance, 90 dB sensitivity, 40 Hz-20 kHz, about 2-1/16 in bottom-mount depth. Use one speaker per KMC2 front channel; do not parallel. Product: https://www.kicker.com/CSC67-Coaxial-Speakers-4-Ohm."
"191","Interior","Camper powered subwoofer","500.00","planning_estimate","","Deferred","Kicker 49PTRTP10 powered down-firing 10 in enclosure with built-in amp, 400W RMS at 14.4V, 25-120 Hz response, 6 in H x 25-5/8 in W x 13-1/4 in D, remote bass control included. Manual calls for 4 AWG power/ground and external 40A fuse. Product: https://www.kicker.com/PTRTP10."
"192","Hardware","Camper audio power wiring and fusing","170.00","planning_estimate","","Deferred","4 AWG tinned/OFC subwoofer power/return kit basis such as Kicker 47KMPK4 marine amp power kit (https://www.kicker.com/marine-amp-power-kits). Use 4 AWG positive and matching 4 AWG return from 12V junction/negative bus. Install/fit a 40A external fuse within about 18 in of the 12V source for PTRTP10; do not protect the PTRTP10 branch with the kit generic 100A fuse. KMC2 source branch uses separate 15A 12V fuse-panel branch plus KMC2 harness 15A ATM fuse."
"193","Hardware","Camper audio signal wiring and mounts","80.00","planning_estimate","","Deferred","RCA signal cable, 16 AWG marine speaker wire, 18 AWG remote turn-on, labels, loom, P-clamps/cable mounts, speaker baffles/pods as needed. Product bases: Kicker K-Series 2-channel RCA cable (https://www.kicker.com/2-channel-4-meter-rca-cable-k-series) and Kicker marine speaker wire (https://www.kicker.com/marine-speaker-wire). Final lengths wait for furniture mockup."
"194","Hardware","M4 screw assortment","9.99","purchase_record","2026-05-30","Purchased","Purchased 2026-05-30 from Amazon: Fgruh 480-piece M4 socket-head screw/nut/washer assortment, ASIN B0FGV8F6G7. Small fixture/electronics/prototype hardware stock."
"195","Vehicle","Hitch anti-rattle stabilizer","9.87","purchase_record","2026-05-28","Purchased","Purchased 2026-05-28 from Amazon: DEEAGLE hitch tightener anti-rattle stabilizer for 1.25 in to 2 in hitches, ASIN B0C3C4F22V. Vehicle/cargo accessory support."
"196","Tools","Ratcheting wrench set","28.99","purchase_record","2026-03-26","Purchased","Purchased 2026-03-26 from Amazon: DISEN 6-piece 90-tooth flex-head double-box ratcheting wrench set, ASIN B0CSMGXW6W. Build/tooling support."
"197","Tools","Offset extension wrench","26.99","purchase_record","2026-03-11","Purchased","Purchased 2026-03-11 from Amazon: coobeast 3/8 in offset extension wrench / socket wrench extender, ASIN B0DQSBYY9P. Build/tooling support."
"198","Vehicle","Recovery ring","25.99","purchase_record","2026-03-11","Purchased","Purchased 2026-03-11 from Amazon: ALL-TOP 66,000 lb recovery ring/snatch towing ring, ASIN B0BGR4VK7M. Recovery support accessory."
"199","Tools","Plug-in watt meter","11.99","purchase_record","2026-03-11","Purchased","Purchased 2026-03-11 from Amazon: plug-in watt/power meter for AC load testing, ASIN B09BQNYMMM. Useful for shore/AC appliance measurement."
"200","Tools","Cordless mini blower / air duster","99.99","purchase_record","2026-03-11","Purchased","Purchased 2026-03-11 from Amazon: WOLFBOX MF200 compressed air duster / mini blower, ASIN B0FPMPBSLL. Build cleanup/electronics support."
"201","Consumables","B’laster Surface Shield anti-rust spray","68.98","purchase_record","2026-01-22","Purchased","Purchased 2026-01-22 from Amazon: B’laster Surface Shield Black Series anti-rust spray, ASIN B0DJHFJ472. Vehicle/body rust-prevention consumable."
"202","Vehicle Electronics","Wolfbox G900 Tripro dash camera","331.35","item_subtotal","2026-01-17","Purchased","Purchased 2026-01-17 from Amazon: Wolfbox G900 Tripro bumper-version three-channel dash camera, $331.35 item subtotal; ASIN B0DY1GM6DR."
"203","Vehicle Electronics","OBDLink MX+ scanner","139.95","purchase_record","2026-01-17","Purchased","Purchased 2026-01-17 from Amazon: OBDLink MX+ OBD2 Bluetooth scanner, ASIN B07JFRFJG6. Vehicle diagnostics/commissioning support."
"204","Vehicle","Truck console/headrest organizer group","26.95","item_subtotal","2026-01-17","Purchased","Purchased 2026-01-17 from Amazon: console/headrest organizer products, $26.95 combined item subtotal; source ASINs B0FG23NXF1 and B0DB7YNQP4."
"205","Vehicle Electronics","Poetic TurtleSkin case for Galaxy Tab S11 Ultra","31.95","item_subtotal","2026-01-17","Purchased","Purchased 2026-01-17 from Amazon: Poetic TurtleSkin protective case for Samsung Galaxy Tab S11 Ultra, $31.95 item subtotal; ASIN B0G3FLQQX9."
"206","Vehicle","Secondary-alternator accessory belt test/spare","28.52","purchase_record","2026-06-12","Purchased","Purchased 2026-06-12 from Amazon: Gates K060885 Micro-V serpentine drive belt, 6-rib, approx. 88.46-88.5 in. Purpose: longer accessory/serpentine belt test and backcountry spare for Mechman dual-alternator 7.3L install; compare against Mechman-supplied 88.06 in belt and verify tensioner operating range, belt seating, and no squeal/walk before treating as primary running belt."
"207","Plumbing","FORIOUS galley faucet and soap dispenser","47.99","purchase_record","2026-06-24","Purchased","Purchased 2026-06-24 Prime Day from Amazon: FORIOUS black kitchen faucet with pull-out sprayer and soap dispenser, single-handle stainless fixture marketed for bar/RV/farmhouse/laundry/outdoor use. Current Hiatus use: galley cold-water-first faucet baseline; verify shank/nut/hose clearance against rear/top sink-zone extrusion before final rail lock."
"208","Plumbing","Galley sink (15 in x 15 in topmount)","179.00","item_subtotal","2026-06-24","Purchased","Purchased 2026-06-24 from Amazon: Sarlai 15 x 15 in topmount/workstation sink, black 16-gauge stainless, $179.00 item subtotal. Approximate interior basin is 11 x 13 in. Verify the actual cutout, rear/top extrusion clearance, faucet shank, and drain/graywater routing before final counter or frame cuts."
"209","Appliances","BougeRV rechargeable portable fan/light","49.99","purchase_record","2026-06-26","Purchased","Purchased 2026-06-26 owner-provided listing: BougeRV Portable Fan Rechargeable, 20000mAh battery powered fan with 4 wind speeds, hook, brighter light, LCD display, 270 degree rotatable, black. Portable/off-grid ventilation and task/emergency light; not hardwired into the 12V branch model unless later promoted."
"210","Vehicle","GlueTread full-size 4x4 sidewall tire repair kit","49.95","purchase_record","2026-06-26","Purchased","Purchased 2026-06-26 owner-provided listing: GlueTread Full-Size 4x4 Sidewall Tire Repair Kit for off-road 4x4 vehicles, improved rubber formula, no accelerator needed, 10 minute curing time. Vehicle/off-road emergency tire repair support; does not replace normal plug kit, compressor, spare, or professional tire replacement after sidewall damage."
"211","Vehicle Electronics","Morimoto XRGB Evo headlight package","1762.00","owner_estimate","","Planned","Planning candidate, not purchased. Owner-provided $1,762 package allowance includes Morimoto LF2-508R XRGB Evo LED headlights for 2020-2022 Super Duty and Lamin-X films. Verify 2021 F-350 factory-halogen fit, wiring, street-lighting compliance, and post-lift aim before purchase. Product: https://www.morimotohid.com/LF2-508R-20-22-Ford-Super-Duty-Morimoto-XRGB-Evo-Headlights."
"212","Plumbing","Fresh-water tank level sender (KUS SSS/SSL 14.5 in)","60.00","purchase_record","2026-07-12","Purchased","Purchased 2026-07-12: KUS SSS/SSL 14.5 in SAE five-hole fresh-water sender, 240-30 ohm, ASIN B00Y831WYI. Wire its black signal and pink return as one 18-22 AWG duplex run to a single Cerbo resistive tank-input pair; no chassis ground, 12V feed, parallel gauge, or GX Tank 140. Install with row 221 FLS-U under-ring through one 60 mm / 2 3/8 in opening made with row 239."
"213","Vehicle Electronics","Diode Dynamics SS5 Yellow Sport LED Pod Pair","500.00","owner_estimate","","Planned","Planning candidate, not purchased: Diode Dynamics SS5 Yellow Sport pod pair for the Expedition One 5 in bumper ports; owner estimate $500. Main beam: 3000K, 40W / about 2.8A per pod, preferably Driving or Combo, on Upfitter #2. Amber backlight defaults to a small fused/relayed parking-light feed; existing LP9s remain on Upfitter #1. Product: https://www.diodedynamics.com/ss5-yellow-sport-led-pod-pair.html."
